presentation_id,preliminary_level,audited_level,confidence,rationale,prompt_version
PRES_89a87b7d2e,2,1,0.9,"Тема 'Ад и его обитатели' слишком общая и неконкретная. Без указания на традицию, регион или класс явлений это не может быть L2. Скорее всего, это обзор конкретных образов или текстов, что соответствует L1.",scale-audit-v2-2026-05-25
PRES_0d8900f50f,2,2,0.9,"Заголовок обещает обобщение о космологии 'Аватамсака-сутры' в контексте Японии, что является обобщением уровня традиции (L2).",scale-audit-v2-2026-05-25
PRES_179e86e003,2,2,0.9,Сравнение темы царской охоты на материале двух традиций (Индия и Ирландия) — это обобщение уровня класса явлений (L2).,scale-audit-v2-2026-05-25
PRES_35cd50282e,2,2,0.9,"Заголовок обещает обобщение о типологии древнеиндийского эпиграфического текста на широком материале (от Индии до Кара-тепе), что соответствует L2.",scale-audit-v2-2026-05-25
PRES_3d773ae410,2,2,0.9,Сравнение концепций двух традиций (Калачакратантра и Кашмирский Шиваизм) — это обобщение уровня школ (L2).,scale-audit-v2-2026-05-25
PRES_6f09bca977,2,2,0.9,"Заголовок обещает обобщение об изменении межкастовых взаимоотношений в регионе (Кашмир) в определенный период, что является обобщением исторического процесса (L2).",scale-audit-v2-2026-05-25
PRES_8cf371186b,2,2,0.9,Сравнение идеологических заимствований между двумя политическими образованиями (тюркский каган и сасанидский шаханшах) — это обобщение уровня исторической линии (L2).,scale-audit-v2-2026-05-25
PRES_91225c7c40,2,2,0.9,Образ Сомы в двух традициях (ведийской и эпической) — это обобщение уровня класса явлений (L2).,scale-audit-v2-2026-05-25
PRES_e284c84ae6,2,2,0.9,Обобщение о санскритизации перформанса на примере двух традиций — это обобщение уровня класса явлений (L2).,scale-audit-v2-2026-05-25
PRES_10a4d70166,2,1,0.9,"Заголовок сбивчив и, вероятно, объединяет две разные темы. 'Ведийские истоки перспективизма Бхартрихари' — это конкретный концепт у одного мыслителя (L1). 'Пауль Дойссен...' — это, возможно, обзор, но без четкой обобщающей рамки. В целом, заголовок не обещает явного обобщения уровня L2.",scale-audit-v2-2026-05-25
PRES_362845173d,2,2,0.9,"Заголовок обещает обобщение об особенностях неварского буддизма и его влиянии на религиозную жизнь Непала, что является обобщением уровня традиции (L2).",scale-audit-v2-2026-05-25
PRES_3aae77ecaf,2,2,0.9,"Заголовок обещает обобщение о христианской книге Индийского субконтинента за определенный период, что является обобщением по региону и периоду (L2).",scale-audit-v2-2026-05-25
PRES_74cd40949e,3,3,0.9,"Заголовок 'Понятие фундаментальности в индологии' явно заявляет общеметодологическую рамку, что соответствует L3.",scale-audit-v2-2026-05-25
PRES_74f987e071,2,2,0.9,"Заголовок обещает обобщение о том, как словарь 'Амаракоша' отражает индийскую картину мира, что является обобщением уровня целой традиции (L2).",scale-audit-v2-2026-05-25
PRES_7acc74ab82,2,2,0.9,Обзор письменностей целой языковой семьи (мунда) — это обобщение уровня традиции (L2).,scale-audit-v2-2026-05-25
PRES_7c33afdee0,3,3,0.9,Сравнение двух концепций социогенеза ('Век Кроноса' и 'Сатья-юга') с глобальной рамкой ('два вида первобытного коммунизма') — это обобщение цивилизационного уровня (L3).,scale-audit-v2-2026-05-25
PRES_98b2929335,2,2,0.9,Обзор традиции (южноиндийский театр теней) и её современного состояния — это обобщение уровня традиции (L2).,scale-audit-v2-2026-05-25
PRES_99df250203,2,1,0.9,"Заголовок 'Этнографические группы веддов (история и современность)' указывает на обзор конкретной этнографической группы, а не на обобщение целой традиции или региона. Это L1.",scale-audit-v2-2026-05-25
PRES_9a9e878cfe,2,1,0.9,"Заголовок 'Человек и судьба (в пословицах хинди)' ограничен пословицами одного языка (хинди), что является конкретным классом явлений в рамках одной традиции. Это L1.",scale-audit-v2-2026-05-25
PRES_a4f7b5c51d,2,1,0.9,Заголовок 'Проблема квалия в свете буддийской философии' обсуждает одну философскую проблему в контексте одной традиции (буддийской философии). Это L1.,scale-audit-v2-2026-05-25
PRES_afb804b1d8,2,2,0.9,"Заголовок 'Метафизика, мифология, повседневная жизнь: гендерный ракурс южноиндийской традиции' обещает обобщение о целой региональной традиции (южноиндийской) с гендерного ракурса. Это L2.",scale-audit-v2-2026-05-25
PRES_bb48ba0772,2,1,0.9,Заголовок 'Историографический обзор философско-поэтического наследия Ведантачарьи (Веданта Дешики)' ограничен наследием одного философа. Это L1.,scale-audit-v2-2026-05-25
PRES_bb59843713,2,2,0.9,Заголовок 'Морализаторство как феномен мысли и культуры Бенгальского Возрождения' обещает обобщение о феномене в рамках целого культурного движения (Бенгальское Возрождение). Это L2.,scale-audit-v2-2026-05-25
PRES_f522ab2214,2,2,0.9,"Заголовок 'Предсказания об исчезновении Дхармы как фактор зарождения традиционной историографии буддизма' обсуждает фактор зарождения историографии в буддизме, что является обобщением о процессе в рамках традиции. Это L2.",scale-audit-v2-2026-05-25
PRES_03402280ff,2,2,0.9,Заголовок 'К проблеме взаимодействия буддизма и воинской культуры у ойратов' обещает обобщение о взаимодействии двух явлений в рамках одной этнической группы (ойраты). Это L2.,scale-audit-v2-2026-05-25
PRES_2ae3c0414e,2,2,0.9,Заголовок 'Классификационные списки (матики) в раннем буддизме' рассматривает класс явлений (классификационные списки) в рамках целой традиции (ранний буддизм). Это L2.,scale-audit-v2-2026-05-25
PRES_4be1348822,2,2,0.9,"Заголовок 'Рерих и проблема истории тохар' обсуждает проблему истории целого народа (тохары), что является обобщением уровня традиции. Это L2.",scale-audit-v2-2026-05-25
PRES_5553ddc3b0,2,1,0.9,"Заголовок 'Власть как дар Неба' без указания на конкретную традицию или регион может быть интерпретирован как обсуждение одного концепта, что является L1.",scale-audit-v2-2026-05-25
PRES_5a19c2a8d0,2,2,0.9,"Заголовок 'Европейская феноменология и буддизм в свете спора представителей кашмирской школы Пратьябхиджня с буддистами' обещает сравнение двух философских школ, что является обобщением. Это L2.",scale-audit-v2-2026-05-25
PRES_5e73ba89b7,2,2,0.9,"Заголовок 'Санскара «посвящение в ученики» (упанаяна): её место и значение в ряду других санскар и в древней разработке стратификации индийского общества' рассматривает место обряда в ряду других и в контексте стратификации общества, что является обобщением. Это L2.",scale-audit-v2-2026-05-25
PRES_77c95981ae,2,2,0.9,"Заголовок 'Миф о сожжении Трипуры на перекрестках ведийской и эпической традиции' рассматривает миф на перекрестке двух традиций, что является обобщением. Это L2.",scale-audit-v2-2026-05-25
PRES_a0af113263,2,2,0.9,"Заголовок 'Китайские переводы ранних буддийских сутр: возможности реконструкции истории индийского текста' обсуждает методологический вопрос реконструкции истории текста, что является обобщением. Это L2.",scale-audit-v2-2026-05-25
PRES_aa48b528e8,2,2,0.9,"Заголовок 'Некоторые аспекты взаимопроникновения индуизма и буддизма в контексте непальских легенд и религиозной практики' рассматривает аспекты взаимопроникновения двух религий в контексте непальских легенд, что является обобщением. Это L2.",scale-audit-v2-2026-05-25
PRES_205565b3d7,2,2,0.9,Заголовок 'К вопросу о периодизации истории индийской философии' обещает обобщение о периодизации целой традиции (индийская философия). Это L2.,scale-audit-v2-2026-05-25
PRES_491dee99e0,2,2,0.9,"Заголовок 'Классификация видов духовного освобождения в индуистской тантре' рассматривает классификацию в рамках одной традиции (индуистская тантра), что является обобщением. Это L2.",scale-audit-v2-2026-05-25
PRES_536a630888,2,2,0.9,"Заголовок 'Тамильские родственники в общедравидийском контексте: семантика и типология' обещает обобщение на уровне языковой семьи (дравидийские языки), что является L2.",scale-audit-v2-2026-05-25
PRES_575e445638,2,2,0.9,"Заголовок 'Жанр послания в религиозной поэзии' рассматривает жанр в рамках религиозной поэзии, что является обобщением на уровне жанра. Это L2.",scale-audit-v2-2026-05-25
PRES_6623706082,2,1,0.9,"Тема 'Майя в учениях новых индийских гуру' — это конкретный концепт в рамках ограниченной группы (новые гуру), а не обобщение всей традиции. L1.",scale-audit-v2-2026-05-25
PRES_6954835b7d,2,2,0.95,"Сравнение индийских божеств с индоевропейскими параллелями — это обобщение на уровне двух традиций, что соответствует L2.",scale-audit-v2-2026-05-25
PRES_85a6141248,2,2,0.9,"Обобщение о писателях хинди нового поколения — это обзор целого поколения в рамках одной литературной традиции, L2.",scale-audit-v2-2026-05-25
PRES_b2127f6e87,2,2,0.95,"Обобщение о диалогах в ранних Упанишадах — это анализ целой традиции (ранние Упанишады), L2.",scale-audit-v2-2026-05-25
PRES_b88ce66786,3,3,0.9,"Заявлена 'индийская схема рациональности' и ее приложения к индийской философии — это глобальная рамка, выходящая за пределы одной традиции, L3.",scale-audit-v2-2026-05-25
PRES_0bc6ffc772,2,2,0.95,"Становление культа Рудры-Шивы по текстам шрути — это обобщение в рамках одной традиции (шрути), L2.",scale-audit-v2-2026-05-25
PRES_762c65297f,2,2,0.9,"Проблемы методологии при интертекстуальном анализе палийских и санскритских текстов — это обобщение методологии для двух традиций, L2.",scale-audit-v2-2026-05-25
PRES_cdb16edba1,2,2,0.95,"Теория и практика заимствований в санскритской литературной традиции — обобщение в рамках одной традиции, L2.",scale-audit-v2-2026-05-25
PRES_d76b9f1f7f,2,2,0.9,"Изменение роли яджаманы в шраута-ритуалах с учетом традиции и современности — обобщение в рамках одной ритуальной традиции, L2.",scale-audit-v2-2026-05-25
PRES_19e19e8a9a,2,1,0.9,"Реконструкция взглядов одного мыслителя (Свами Вивекананды) на историю индийской философии — это конкретный автор, L1.",scale-audit-v2-2026-05-25
PRES_2310631e31,2,2,0.95,"Сравнение индо-иранского мифа с индоевропейскими корнями — это обобщение на уровне двух традиций, L2.",scale-audit-v2-2026-05-25
PRES_297e814b9e,2,2,0.95,"Индийские истоки тибетской историографии буддизма — обобщение о влиянии одной традиции на другую, L2.",scale-audit-v2-2026-05-25
PRES_2b4a64bbcc,2,2,0.95,"Сравнение женских образов эпоса и фольклора на фоне норм дхармашастры — обобщение в рамках индийской традиции, L2.",scale-audit-v2-2026-05-25
PRES_348d80f3dc,2,2,0.95,"Рассмотрение вьявахары как универсума в индийской эпистемологии — обобщение в рамках одной школы (праманавада), L2.",scale-audit-v2-2026-05-25
PRES_3cc35591bb,2,2,0.95,"Образ Индии в словацкой литературе XIX века — обобщение в рамках одной национальной литературы, L2.",scale-audit-v2-2026-05-25
PRES_49ed2e04fd,2,2,0.95,"Учение как квинтэссенция идей бенгальского ренессанса — обобщение в рамках одной традиции (бенгальский ренессанс), L2.",scale-audit-v2-2026-05-25
PRES_52ffc50fbc,2,2,0.95,"Роль мифов о творении в индийской философии — обобщение в рамках одной философской традиции, L2.",scale-audit-v2-2026-05-25
PRES_5ba19b0d60,2,2,0.95,"Формулы и заимствования в средневековой лирике бхакти — обобщение в рамках одной традиции (бхакти), L2.",scale-audit-v2-2026-05-25
